ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
Park Avenue Men Blue Solid Polo Collar T-shirt,Park Avenue,Men,524,5,"Blue solid T-shirt, has a polo collar, and short sleeves",Blue
HERE&NOW Women White & Grey Printed Bomber Jacket,HERE&NOW,Women,1049,7,"White and grey printed bomber jacket, has a mock collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", White
SHISEIDO 305 Red Flicker LacquerInk Lip Shine 6ml,SHISEIDO,Women,1870,5,"SHISEIDO 305 Red Flicker LacquerInk Lip ShineShade No: 305Shade Name: Red FlickerWhat It Is:A featherweight lip shine where high-intensity pigment meets the luminosity of a gloss.The unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstick. A custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen. Available in 11 shades, this full-coverage fluid deposits inky color with a vivid, vinyl finish.This product is dermatologist-tested.", Red
Varanga Women Pink Printed Straight Kurta,Varanga,Women,679,5,"Pink printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem and side slits", Pink
Next Look Men Blue & White Slim Fit Printed Formal Shirt,Next Look,Men,649,5,"Blue and White printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Shuffle Trunks XYTRNK2PCKN228,XYXX,Men,610,7,"Pack of 2 trunks in Black & Blue with a microfibre waistband and anti-microbial finish that prevents odours and rashes.
Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
SHISEIDO 212 Woodblock VisionAiry Gel Lipstick 1.6 g,SHISEIDO,Women,2125,6,"Shade Number : 212Shade Name: Woodblock       What it is:Using revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.What it does:This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.Features:Triple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.",
SEJ by Nisha Gupta Multicoloured Printed Table Runner,SEJ by Nisha Gupta,Unisex,599,3,Set content: One runnerType: Table runnerColour:multicolouredFabric: PolycottonShape: RectangularPattern: PrintedDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red
Next Look Men Blue Regular Fit Printed Formal Shirt,Next Look,Men,649,5,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
Crocs Santa Cruz  Men Brown Solid Thong Flip-Flops,Crocs,Men,2446,5,A pair of brown solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
Urban Dog Men Pack of 2 Assorted Printed Boxers UDBX143_UDBX157,Urban Dog,Men,489,5,"Pack of two assorted printed boxers, each has an inner elasticated waistband, slip-on closure, button fly",
Park Avenue Men Blue Slim Fit Striped Formal Shirt,Park Avenue,Men,854,5,"Blue striped formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
Park Avenue Men Blue Regular Fit Self Design Formal Shirt,Park Avenue,Men,1259,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
Next Look Men White Slim Fit Solid Formal Shirt,Next Look,Men,549,4,"White solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
Raymond Men Blue Solid Regular-Fit Tuxedo Suit,Raymond,Men,4499,5,"Blue solid party suitBlue solid slim-fit tuxedo blazer, has a shawl collar, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.",Blue
Park Avenue Men Grey Regular Fit Checked Formal Trousers,Park Avenue,Men,839,5,"Grey checked mid-rise trousers, button closure, and 4 pockets", Grey
Tokyo Talkies Women Teal Floral Printed A-Line Top,Tokyo Talkies,Women,699,5,"Teal and Red printed woven A-line  top, has a round neck, three-quarter sleeves, and button closure",
XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN158,XYXX,Men,670,4,"Pack of 2 Yellow & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
HERE&NOW Women Tan Brown Solid Biker Jacket,HERE&NOW,Women,1199,7,"Tan brown solid jacket, has a spread collar, 2 pockets, zip closure, long sleeves, straight hem", Brown
Bitiya by Bhama Girls Mustard Embellished Top with Palazzos,Bitiya by Bhama,Girls,869,5,"This clothing set consists of top and palazzosMustard embellished top, has a round neck, short sleevesMustard embellished palazzos, has a slip-on closure", Mustard
Geox Men Coffee Brown Solid Leather Comfort Sandals,Geox,Men,3999,5,A pair of coffee brown solid comfort sandalsLeather upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer, Brown
Carlton London Women Blue & White Regular Fit Striped Parallel Trousers,Carlton London,Women,850,5,"Blue and White striped high-rise trousers, button closure, zip fly and 2 pockets",Blue
SHISEIDO 304 Techno Red LacquerInk Lip Shine 6 ml,SHISEIDO,Women,1870,4,"Shade Number: 304Shade Name: Techno RedWhat it is:The unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstick. A custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen. This full-coverage fluid deposits inky color with a vivid, vinyl finish. Dermatologist-tested.Features:Glossy Oils: Provide a comfortable, non-sticky feel and a lacquer-like finish.Liqui-Ink Technology: Uses a minimal amount of waxes to deposit intense pigment with the weightless glide of a gloss.Ultra-Fine Pigments: Offer intense, full-coverage color that lasts.", Red
HERE&NOW Men Mustard Yellow & Black Colourblocked Puffer Jacket,HERE&NOW,Men,1767,7,"Mustard Yellow, Black and White colourblocked puffer jacket, has a hooded, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining", Yellow
Next Look Men Blue Slim Fit Printed Formal Shirt,Next Look,Men,549,5,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
DressBerry Women Pink Printed Hooded Sweatshirt,DressBerry,Women,629,5,"Pink printed hooded sweatshirt has long sleeves, straight hem", Pink
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN346,XYXX,Men,889,5,"Pack of 3 briefs in Black, blue & grey  with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Wintage Men Black & Beige Printed Straight Kurta,Wintage,Men,1499,5,"Black and beige printed straight kurta, has a mandarin collar, long sleeves, straight hem, side slits", Black
DKNY Women Navy-Blue Printed Toiletry Bag,DKNY,Unisex,9540,4,Navy-blue printed toiletry bagOne main zipper compartmentTwo slip pockets in the interiorTwo transparent pockets insideOne short handle on the topComes with a matching travel pouch,Blue
Next Look Men Blue Solid Polo Collar T-shirt,Next Look,Men,503,5,"Blue solid T-shirt, has a polo collar, and short sleeves",Blue
Geox Men Black Leather Driving Shoes,Geox,Men,9499,5,"A pair of square toe black driving shoes, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
Park Avenue Men Yellow Solid Polo Collar T-shirt,Park Avenue,Men,854,5,"Yellow solid T-shirt, has a polo collar, short sleeves, one pocket", Yellow
Next Look Men Navy Blue & Brown Slim Fit Self Design Casual Shirt,Next Look,Men,649,5,"Navy Blue and brown self-design casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
Sera Women Black Solid Loose Fit Regular Shorts,Sera,Women,604,5,"Black solid mid-rise regular shorts, has two pockets, a button closure", Black
HERE&NOW Women Navy Blue Solid Padded Long-line Jacket,HERE&NOW,Women,1299,8,"Navy Blue solid padded long-line jacket, has a detachable hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyesterComes with two keychains",Blue
HRX by Hrithik Roshan Boys Taupe Colourblocked Hooded Lifestyle Sweatshirt,HRX by Hrithik Roshan,Boys,1899,7,"Bring your sporty side out to the streets with the HRX Boy's Lifestyle Sweatshirt. Pair it with a pair of denims, chinos or track pants for the perfect look.FeaturesAthleisure sweatshirt for casual wearRapid Dry technology wicks sweat & dries fast.Anti-Microbial technology keeps odor-causing microbes away.Reflective logo printOpening: PulloverNeck: Hooded Sleeve: Full SleevesPrint: Color block",
Puma Men Black Sneakers,Puma,Men,1899,5,"A pair of round-toe black & grey sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
MSC Women Cream-Coloured Solid Open Toe Flats,MSC,Women,749,5,"A pair of cream-coloured open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
Park Avenue Men White Printed Round Neck T-shirt,Park Avenue,Men,584,5,"White printed solid T-shirt, has a round neck, short sleeves", White
Geox Women Beige & Black Textured Leather Ballerinas,Geox,Women,3999,5,"A pair of beige and black round-toe textured ballerinas, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Red
DressBerry Women Cream-Coloured Solid Sweatshirt,DressBerry,Women,699,5,"Cream-coloured solid sweatshirt with printed detailing, has a round neck, long sleeves, straight hem", Red
Geox Men Grey Suede Leather Sneakers with Perforation Detail,Geox,Men,5399,5,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSuede leather upper with perforation detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Grey
SEJ by Nisha Gupta Green & Pink Set,SEJ by Nisha Gupta,Unisex,699,3,Pattern: PrintedFinish: MatteMaterial: Wood, Green
SHISEIDO 216 Vortex VisionAiry Gel Lipstick 1.6g,SHISEIDO,Women,2125,4,"Shade Name: VortexWhat it is?A long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color.Features:Triple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.",
Carlton London Women Maroon Solid Maxi Dress,Carlton London,Women,1210,5,"Maroon solid woven maxi dress with lace inserts, has a boat neck, three-quarter sleeves, concealed zip closure, an attached partial lining, straight hem, front slitComes with a belt", Maroon
Parx Men Khaki Tapered Fit Solid Regular Trousers,Parx,Men,839,5,"Khaki solid mid-rise trousers, button closure, and 4 pockets", Red
Soumya Pink Printed Double Bed Cover with 2 Pillow Covers,Soumya,Unisex,1775,4,Set content: 1 Bedsheet with 2 pillow covers Colour: Pink Size: Double bed ( queen size)Pattern: Geometric Thread Count: 180 to 249 , Pink
Park Avenue Men Navy Blue Regular Fit Checked Formal Trousers,Park Avenue,Men,959,5,"Navy Blue checked mid-rise trousers, button closure, and 4 pockets",Blue
Avira Home Set of 6 Multicoloured Striped Kitchen Towels,Avira Home,Unisex,759,3,Set Content: 6 towelsColour: Multicoloured Type: Kitchen towelsPattern: Striped, Red
MSC Women Tan Brown Solid One Toe Flats,MSC,Women,679,5,"A pair of tan brown open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Brown
Soumya Red & White Set of 5 Self Design Square Cushion Covers,Soumya,Unisex,939,5,Set content: 5 Cushion Covers Colour: Red Shape: Square Pattern: Self Design Closure: Zip, Red
Force 10 Men White Leather Running Shoes,Force 10,Men,2299,5,"A pair of white & grey running sports shoes, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsole", White
Next Look Men Grey & White Slim Fit Printed Casual Shirt,Next Look,Men,649,5,"Grey and White printed casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
Park Avenue Men Grey Slim Fit Checked Formal Shirt,Park Avenue,Men,854,5,"Grey checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Grey
HERE&NOW Men Navy Blue Solid Bomber,HERE&NOW,Men,1329,7,"Navy blue solid bomber jacket, has a stand collar, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining",Blue
Next Look Men White Slim Fit Self Design Formal Shirt,Next Look,Men,599,5,"White self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
HERE&NOW Women Black Solid Bomber Jacket,HERE&NOW,Women,949,7,"Black solid bomber jacket, has a mandarin collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Black
HERE&NOW Men Rust Red & Black Colourblocked Puffer Jacket,HERE&NOW,Men,1767,7,"Rust Red, Black and White colourblocked puffer jacket, has a hooded, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining", Red
Park Avenue Women Blue Printed Shirt Style Top,Park Avenue,Women,509,5,"Blue printed woven shirt style  top, has a mandarin collar, three-quarter sleeves, and button closure",Blue
SHISEIDO 501 Jazz Den ModernMatte Powder Lipstick 4g,SHISEIDO,Women,2295,4,"Shade Name: Jazz DenShade No- 501What it is?This non-drying formula delivers matte, full-coverage colour that feels utterly weightless and provides a powder-soft, airbrushed finish on lips. A unique blend of waxes and oils melts and transforms into an ultra-thin, featherweight powder, while spherical pigments float across lips to blur imperfectionsWhat it does?Velvet Powders: Lend lips a matte, airbrushed finish that stays put for eight hours.Optical Brightening Pigments: Provide intense, vibrant color.Lightweight Waxes and Oils: Create a hydrating-yet-weightless veil of color that melts seamlessly onto lips.", Matte
SHISEIDO Unisex Treatment Softener enriched 150 ml,SHISEIDO,Unisex,3240,6,"What it is:A 24-hour softening lotion that improves the appearance of fine lines, enhances skin's clarity and refines texture. Formulated for Normal and Combination to Oily Skin and featuring InternalPowerResist technology, this softener helps strengthen inner skin defenses to protect skin from signs of aging and external stressors. Softening skin is a key step in the Japanese Beauty ritual to balance skin before treatments. To be used in the morning and evening after cleansing.Clinically proven to moisturize for 24 hours with a single application.For Normal and Combination to Oily Skin. Dermatologist-Tested.KEY INGREDIENTS:Contains Hamamelis Extract for an antioxidant effect and features Hyaluronic Acid for all day hydrationInspired by the bathing ritual of the Japanese, this treatment softener contains pure Kirishima mineral spring water from Japan to help support skin's ionic balance and to balance skin and support better absorption of treatment products that followContains Mukurossi Extract to help improve the appearance of fine lines and Brightening Lempuyang Extract to help enhance clarity and refine skin textureFeatures the comforting scent of ImuCalm Compound that contains soothing fragrance ingredients of rose and lotus elements and a green floral fragrance that evokes a sense of relaxation and new energyFormulated with Theanine extract used to support irritated skin excess sebum",
Set of 5 Digital Printed Cushion Covers,Soumya,Unisex,805,5,Set content: 5 Cushion CoversColour: MulticolouredShape: SquarePattern: QuirkyClosure: Zip,
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN350,XYXX,Men,889,5,"Pack of 3 briefs in Navy & Black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Force 10 Men Blue Sneakers,Force 10,Men,699,5,"A pair of round-toe blue sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsole",Blue
"SHISEIDO 03 Plum MicroLiner Ink Eyeliner, 0.08gms",SHISEIDO,Women,1980,3,"Shade name - Plum What it isThis micro-fine eyeliner glides across lids with the utmost precision to deliver a weightless, smudge-proof inky line that lasts up to 24 hours. Available in five shades inspired by sumi ink sticks used in traditional Japanese calligraphy. Dermatologist and ophthalmologist-tested.What it doesThis foolproof eyeliner is infused with high-impact pigments that deliver smudge-proof, saturated, matte color.The weightless, inky pencil features thermo-sensory technology that allows this formula to transform from a solid to a liquid upon contact with skin, creating a flexible, water-resistant film that lasts up to 24 hours.The micro-thin lead on this next-generation pencil can be dotted between lashes or glided across eyes with remarkable precision and no skipping. What's in itThermo-Sensory Gel: Reacts to skin's temperature and transforms into an ink-like texture with incredible precision.Surface-coated Pigments: Provide intense color payoff.Film Former: Prevents formula from smudging or streaking.",
Park Avenue Men Yellow Striped Round Neck T-shirt,Park Avenue,Men,454,5,"Yellow striped T-shirt, has a round neck, short sleeves", Yellow
Force 10 Men Black Synthetic Running Shoes,Force 10,Men,1799,5,"A pair of black running sports shoes, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", Black
HERE&NOW Women Green Solid Bomber Jacket,HERE&NOW,Women,1139,7,"Green solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Green
Crimsoune Club Women Black & Black Smart Slim Fit Solid Regular Trousers,Crimsoune Club,Women,749,5,"Black and Black solid mid-rise trousers, button closure, and 5 pockets", Black
XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN157,XYXX,Men,670,4,"Pack of 2 Yellow & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Force 10 Men Black Mesh Running Shoes,Force 10,Men,1049,5,"A pair of black running sports shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsole", Black
SEJ by Nisha Gupta Green & Pink Printed Tissue Holder,SEJ by Nisha Gupta,Unisex,699,3,Set Content: 1 tissue holderPattern: PrintedFinish: MatteMaterial: Wood, Green
Park Avenue Men Blue Solid Super Regular-Fit Tuxedo Suit,Park Avenue,Men,5399,5,"Blue solid suitBlue solid super slim-fit tuxedo blazer, has a shawl collar, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.Comes with a pocket square",Blue
MSC Women Black Solid Heels,MSC,Women,899,5,"A pair of black open toe sandals, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heel", Black
DressBerry Women Red Printed Sweatshirt,DressBerry,Women,1499,5,"Red printed sweatshirt, has a round neck, long sleeves", Red
maxima Women Silver-Toned Analogue Watch 52801BMLI,maxima,Women,962,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer", Silver
MSC Women Pink Woven Design Open Toe Flats,MSC,Women,679,5,"A pair of pink & gold-toned open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsole", Pink
XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN116,XYXX,Men,967,5,"Pack of 3 White, Black & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Trunks XYTRNK3PCKN370,XYXX,Men,940,5,"Pack of 3 trunks in Navy & Black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Crocs Santa Cruz  Men Brown Solid Slip-On,Crocs,Men,2096,5,A pair of brown solid flip flopsFabric upper materialCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
Park Avenue Men Off-White & Blue Regular Fit Striped Formal Shirt,Park Avenue,Men,1279,5,"Off-White and blue striped formal shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
Geox Women Burgundy Quilted Leather Slip-On Sneakers,Geox,Women,3749,5,"A pair of square toe burgundy slip-on sneakers, has regular styling, slip-on detailLeather upper with quilted detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Burgundy
Park Avenue Men Yellow Solid Polo Collar T-shirt,Park Avenue,Men,749,5,"Yellow solid T-shirt, has a polo collar, short sleeves, one pocket", Yellow
Next Look Men Blue Regular Fit Printed Formal Shirt,Next Look,Men,649,5,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Next Look Men Pink Regular Fit Printed Formal Shirt,Next Look,Men,549,5,"Pink printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink
Force 10 Men Navy Blue Mesh Running Shoes,Force 10,Men,1049,5,"A pair of navy blue running sports shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsole",Blue
SHISEIDO 207 Pink Dynasty VisionAiry Gel Lipstick 1.6 g,SHISEIDO,Women,2125,4,"Colour shade name: Pink dynastyColour shade number: 207What it isA long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color.What it doesUsing revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment toconverge with water for cushiony, comfortable, weightless color that stays put for six hours.Features:Shiseido's ultra-sleek lipstick bullet glides on to deliver bold, high- impact color in a single stroke.Inspired by modern Tokyo.Dermatologist-tested.", Pink
HERE&NOW Women Green Printed Jacket,HERE&NOW,Women,1919,7,"Green printed jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Green
XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN85,XYXX,Men,967,5,"Pack of 3 Black, Blue & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Next Look Men Grey Solid Polo Collar T-shirt,Next Look,Men,503,5,"Grey solid T-shirt, has a polo collar, and short sleeves", Grey
Geox Men Black Solid Leather Formal Derbys With Perforated Detail,Geox,Men,5999,5,"A pair of black round-toed formal derbysLeather upper with perforated detailCushioned footbedTextured and patterned outsole, has a stacked heelWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
MIAH Decor Black Set,MIAH Decor,Unisex,1079,5,Pattern: SolidFinish: GlossyMaterial: Ceramic, Black
"SHISEIDO 211-Rose muse VisionAiry Gel Lipstick, 1.6gm",SHISEIDO,Women,2125,5,"Shade name - Rose museWhat it isA long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color. This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.What it doesUsing revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.Deliver bold, high-impact color in a single strokeWhat's in itTriple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.", Rose
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN347,XYXX,Men,889,5,"Pack of 3 briefs in Navy & Black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
SEJ by Nisha Gupta Green & Pink Printed Table Runner,SEJ by Nisha Gupta,Unisex,699,3,Set content: One runner Type: Table runner Colour: Green and pink Fabric: Polycotton Shape: Rectangular Pattern: Printed Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Green
Geox Men Black Solid Leather Comfort Sandals,Geox,Men,3999,5,A pair of black comfort sandalsLeather upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer, Black
Geox Men Black & Grey Woven Design Sneakers,Geox,Men,5249,5,"A pair of round-toe black & grey sneakers, has regular styling, lace-up detailTextile woven design upperCushioned footbedTextured and patterned outsoleEngineered with Waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
Park Avenue Women Navy Blue Regular Fit Self Design Formal Shirt,Park Avenue,Women,629,5,"Navy Blue self-design casual shirt, has a spread collar, three-quarter sleeves, button placket, and curved hem",Blue
Park Avenue Men Grey Solid Slim-Fit Single-Breasted Pure Cotton Blazer,Park Avenue,Men,2699,5,"Grey self-design slim-fit blazer, has a notched lapel, single-breasted with double button closures, long sleeves, three pockets, an attached lining and a vented back hem", Grey
Park Avenue Men Blue Slim Fit Solid Formal Shirt,Park Avenue,Men,899,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
LOCOMOTIVE Men Navy Blue & White Striped Round Neck T-shirt,LOCOMOTIVE,Men,699,5,"Navy blue and white striped T-shirt, has a round neck, long sleeves",Blue
Park Avenue Men Pink Regular Fit Solid Formal Shirt,Park Avenue,Men,1599,5,"Pink solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink
